age,monthly_income,category,amount,payment_method,merchant_type,days_since_last_expense,monthly_expense_count,budget_limit,amount_to_budget_ratio,income_expense_ratio,high_risk_expense
30,96942,Food,2432.54,Cash,Subscription,23,39,19261,0.126,0.0251,0
21,44725,Travel,4212.03,Wallet,Utility,4,52,15347,0.274,0.0942,1
18,119555,Bills,4024.15,UPI,Transport,29,32,9541,0.422,0.0337,0
57,24496,Travel,4662.58,Net Banking,Education,25,44,2310,2.018,0.1903,1
49,71447,Entertainment,2046.7,Wallet,Transport,1,9,22074,0.093,0.0286,0
51,116604,Shopping,250.1,Wallet,Local,11,27,22316,0.011,0.0021,0
45,103199,Bills,5378.64,Cash,Restaurant,21,46,29062,0.185,0.0521,1
48,56321,Food,946.18,Wallet,Online,16,52,8395,0.113,0.0168,0
25,70147,Entertainment,2833.16,Card,Utility,6,33,19010,0.149,0.0404,0
56,106396,Travel,255.21,UPI,Utility,10,10,29340,0.009,0.0024,0
43,53787,Travel,1765.24,Card,Utility,3,17,7453,0.237,0.0328,0
51,36727,Shopping,1366.13,Cash,Transport,4,49,19914,0.069,0.0372,0
20,110081,Food,4669.24,Cash,Local,5,49,6823,0.684,0.0424,0
29,137721,Food,2213.63,UPI,Transport,10,36,22631,0.098,0.0161,0
18,83056,Education,1752.25,Wallet,Transport,0,17,27383,0.064,0.0211,0
22,149153,Food,2380.75,Net Banking,Restaurant,24,18,6105,0.39,0.016,0
47,95102,Shopping,116.14,Cash,Subscription,9,52,6391,0.018,0.0012,0
47,91865,Healthcare,1068.4,UPI,Local,19,23,3576,0.299,0.0116,0
34,82695,Education,1198.29,Net Banking,Utility,23,34,19228,0.062,0.0145,0
40,132235,Education,2635.29,Wallet,Online,20,8,1119,2.355,0.0199,1
32,123777,Travel,786.57,Cash,Utility,10,13,11594,0.068,0.0064,0
54,34033,Travel,1986.34,UPI,Transport,23,23,2907,0.683,0.0584,0
38,41832,Food,1634.64,UPI,Local,30,57,23144,0.071,0.0391,0
31,130725,Education,1113.77,UPI,Education,16,54,13144,0.085,0.0085,0
19,34873,Other,1170.44,Cash,Local,7,20,3504,0.334,0.0336,0
28,55372,Travel,1623.99,Net Banking,Local,26,22,20798,0.078,0.0293,0
56,104464,Shopping,326.77,UPI,Subscription,12,47,11178,0.029,0.0031,0
55,132322,Other,2889.47,Wallet,Utility,26,52,28478,0.101,0.0218,0
51,115082,Travel,940.9,UPI,Subscription,19,23,20480,0.046,0.0082,0
55,20110,Bills,1430.36,Net Banking,Education,17,41,26753,0.053,0.0711,0
51,27087,Bills,4561.87,Cash,Education,26,35,4539,1.005,0.1684,1
35,97617,Travel,2921.94,UPI,Restaurant,21,3,1804,1.62,0.0299,1
47,115483,Education,674.83,UPI,Online,15,34,6130,0.11,0.0058,0
32,24596,Healthcare,98.77,Wallet,Restaurant,1,33,29169,0.003,0.004,0
44,122539,Healthcare,2449.2,Wallet,Transport,4,46,7782,0.315,0.02,0
51,33313,Education,1472.07,UPI,Subscription,17,17,27039,0.054,0.0442,0
55,128175,Entertainment,1994.57,UPI,Subscription,2,45,3807,0.524,0.0156,0
50,129914,Healthcare,2858.68,Wallet,Restaurant,26,19,18245,0.157,0.022,0
41,38705,Bills,3157.16,Net Banking,Transport,21,30,7165,0.441,0.0816,1
32,88445,Shopping,1269.53,Card,Local,16,23,4794,0.265,0.0144,0
47,118892,Education,1604.94,Card,Transport,15,15,2287,0.702,0.0135,0
59,17023,Food,2261.52,UPI,Utility,5,59,1573,1.438,0.1329,1
34,134654,Bills,2361.9,Wallet,Restaurant,18,57,26241,0.09,0.0175,0
22,95073,Shopping,1981.15,Cash,Transport,6,14,22786,0.087,0.0208,0
46,107197,Shopping,4245.64,Cash,Local,17,2,4099,1.036,0.0396,1
21,79429,Education,2344.24,Card,Transport,13,39,27793,0.084,0.0295,0
27,119195,Shopping,2831.1,Net Banking,Subscription,5,49,15889,0.178,0.0238,0
34,48848,Education,2097.33,Card,Online,7,18,11845,0.177,0.0429,0
27,42766,Healthcare,781.82,UPI,Subscription,14,6,12818,0.061,0.0183,0
34,83099,Travel,1065.77,Net Banking,Education,14,59,16607,0.064,0.0128,0
37,84122,Bills,650.93,Cash,Online,14,32,3555,0.183,0.0077,0
41,63868,Entertainment,3387.85,Wallet,Education,15,21,23360,0.145,0.053,0
22,134119,Travel,459.9,Wallet,Transport,0,40,17543,0.026,0.0034,0
51,110286,Bills,1558.05,UPI,Utility,10,28,6820,0.228,0.0141,0
23,21643,Education,1321.89,Card,Transport,26,27,7013,0.188,0.0611,0
19,51727,Bills,1296.29,UPI,Local,28,2,5142,0.252,0.0251,0
30,124079,Healthcare,1381.52,Wallet,Transport,24,33,27658,0.05,0.0111,0
28,80697,Education,4754.95,Cash,Online,4,16,9821,0.484,0.0589,0
40,31029,Travel,305.26,Wallet,Subscription,4,39,14932,0.02,0.0098,0
33,124458,Food,3913.0,Net Banking,Utility,28,22,23257,0.168,0.0314,0
48,125384,Food,1468.99,Wallet,Education,27,56,27350,0.054,0.0117,0
28,83926,Other,3024.14,Wallet,Transport,20,43,4966,0.609,0.036,0
33,70506,Other,1830.05,Net Banking,Transport,5,47,26544,0.069,0.026,0
25,93229,Bills,708.84,Card,Subscription,1,13,22471,0.032,0.0076,0
21,57092,Food,4151.98,Wallet,Utility,5,56,27178,0.153,0.0727,0
57,77539,Education,3751.61,UPI,Restaurant,13,2,11958,0.314,0.0484,0
21,28428,Shopping,753.74,Wallet,Education,10,14,16379,0.046,0.0265,0
42,72775,Education,2573.77,UPI,Transport,3,56,19355,0.133,0.0354,0
20,20469,Shopping,1104.03,Net Banking,Transport,23,38,26227,0.042,0.0539,0
49,43854,Travel,478.1,Wallet,Restaurant,28,41,23059,0.021,0.0109,0
20,91256,Entertainment,942.77,Net Banking,Education,26,28,8784,0.107,0.0103,0
44,114134,Shopping,3999.11,Net Banking,Online,24,7,11258,0.355,0.035,0
46,147723,Food,3072.27,Card,Online,8,18,18165,0.169,0.0208,0
49,99730,Education,1393.54,Wallet,Local,23,56,27976,0.05,0.014,0
36,42386,Travel,4011.11,UPI,Subscription,2,41,11491,0.349,0.0946,1
38,48787,Food,3569.94,UPI,Utility,25,55,20061,0.178,0.0732,0
22,36621,Travel,943.95,Wallet,Transport,15,36,22551,0.042,0.0258,0
35,92984,Entertainment,4636.17,Card,Education,10,41,5011,0.925,0.0499,1
45,49051,Healthcare,1312.15,Card,Transport,26,36,11296,0.116,0.0268,0
59,64811,Education,1448.89,Card,Local,3,44,4381,0.331,0.0224,0
39,45447,Bills,312.9,UPI,Education,0,4,16168,0.019,0.0069,0
38,143046,Education,1088.11,Net Banking,Education,24,57,2913,0.374,0.0076,0
23,99045,Other,1566.75,Card,Transport,20,30,2044,0.767,0.0158,0
18,131859,Entertainment,2137.44,UPI,Subscription,21,24,28606,0.075,0.0162,0
22,18471,Education,710.88,UPI,Local,15,20,27722,0.026,0.0385,0
58,135312,Other,978.43,Net Banking,Subscription,18,46,16229,0.06,0.0072,0
29,61850,Bills,4700.28,Wallet,Local,15,56,5284,0.89,0.076,1
43,69220,Shopping,3419.78,Wallet,Transport,10,31,22645,0.151,0.0494,0
51,108808,Travel,3829.47,Card,Local,25,24,24758,0.155,0.0352,0
31,68072,Bills,1662.17,Card,Online,7,7,27134,0.061,0.0244,0
43,98820,Food,2180.77,Net Banking,Education,30,26,23845,0.091,0.0221,0
44,38284,Entertainment,2611.69,Card,Utility,22,13,6126,0.426,0.0682,0
26,98369,Shopping,4657.14,Net Banking,Transport,0,54,5014,0.929,0.0473,1
43,40122,Food,468.93,UPI,Restaurant,25,8,1645,0.285,0.0117,0
39,145349,Food,1173.18,Card,Utility,27,55,9602,0.122,0.0081,0
47,85553,Entertainment,2047.6,UPI,Transport,20,5,11998,0.171,0.0239,0
34,109788,Shopping,1838.12,Cash,Utility,25,44,5950,0.309,0.0167,0
43,77812,Healthcare,968.76,Net Banking,Online,8,13,18450,0.053,0.0125,0
53,22999,Food,2464.18,Cash,Utility,27,29,27471,0.09,0.1071,1
18,37436,Food,1208.68,Card,Local,26,20,19889,0.061,0.0323,0
25,57963,Shopping,1745.82,UPI,Utility,11,14,5007,0.349,0.0301,0
52,148168,Education,2391.78,Card,Transport,21,32,14035,0.17,0.0161,0
32,123899,Food,1252.06,Cash,Restaurant,7,50,4748,0.264,0.0101,0
39,41201,Travel,2907.35,Card,Restaurant,25,27,14023,0.207,0.0706,0
31,20105,Shopping,3258.18,Wallet,Subscription,16,56,25167,0.129,0.1621,1
43,132666,Food,997.8,Cash,Education,9,25,4492,0.222,0.0075,0
45,109848,Entertainment,1202.2,Card,Utility,26,52,9022,0.133,0.0109,0
40,17839,Bills,799.95,UPI,Restaurant,6,4,8527,0.094,0.0448,0
31,83920,Travel,1718.6,Card,Utility,18,21,22644,0.076,0.0205,0
41,58619,Other,2136.45,UPI,Education,24,18,26030,0.082,0.0364,0
19,57821,Other,1342.67,Wallet,Restaurant,5,39,12472,0.108,0.0232,0
43,140736,Bills,2096.04,Card,Education,20,15,15805,0.133,0.0149,0
31,32069,Other,1178.42,Wallet,Utility,23,53,11293,0.104,0.0367,0
24,22531,Bills,1207.39,Cash,Transport,23,38,24929,0.048,0.0536,0
20,82155,Food,2211.92,UPI,Utility,27,48,19861,0.111,0.0269,0
40,77424,Travel,1268.01,Cash,Education,27,52,22231,0.057,0.0164,0
35,60603,Travel,1653.57,UPI,Transport,18,24,21173,0.078,0.0273,0
55,147503,Education,2265.2,Wallet,Transport,17,8,1029,2.201,0.0154,1
52,107573,Bills,2075.36,Net Banking,Subscription,14,28,19776,0.105,0.0193,0
32,118302,Travel,1191.04,Card,Restaurant,1,21,26342,0.045,0.0101,0
42,146234,Education,3472.73,Wallet,Local,13,16,24327,0.143,0.0237,0
54,34675,Shopping,81.7,UPI,Transport,20,54,26549,0.003,0.0024,0
45,88997,Education,2534.76,UPI,Education,9,16,5234,0.484,0.0285,0
27,22896,Entertainment,2047.77,UPI,Restaurant,27,35,14398,0.142,0.0894,1
56,64733,Healthcare,714.4,UPI,Online,15,17,26673,0.027,0.011,0
34,56800,Food,1869.62,Card,Utility,6,9,19409,0.096,0.0329,0
56,111044,Shopping,1071.55,Cash,Education,7,57,13485,0.079,0.0096,0
39,20347,Healthcare,2413.69,Net Banking,Online,9,35,20645,0.117,0.1186,1
43,148715,Healthcare,96.99,Card,Education,14,52,23025,0.004,0.0007,0
42,55785,Shopping,1434.1,UPI,Utility,7,29,14489,0.099,0.0257,0
34,33681,Entertainment,1151.45,Card,Subscription,12,39,3242,0.355,0.0342,0
30,118864,Education,2914.41,Wallet,Education,11,18,5135,0.568,0.0245,0
37,62299,Food,324.01,UPI,Transport,7,12,4925,0.066,0.0052,0
42,32073,Education,1786.56,Net Banking,Local,14,19,9161,0.195,0.0557,0
21,117304,Travel,2514.32,UPI,Transport,25,48,4330,0.581,0.0214,0
27,45682,Education,5203.29,Net Banking,Utility,11,22,23876,0.218,0.1139,1
20,139302,Other,1204.51,Net Banking,Education,10,59,1033,1.166,0.0086,1
58,130359,Shopping,2161.38,Cash,Local,18,56,14750,0.147,0.0166,0
35,81707,Food,344.88,Cash,Transport,13,49,21446,0.016,0.0042,0
53,80428,Education,1723.17,Card,Local,26,52,24004,0.072,0.0214,0
39,65601,Food,3635.74,Card,Utility,17,15,12747,0.285,0.0554,0
51,148611,Food,5234.94,Net Banking,Subscription,12,1,23447,0.223,0.0352,1
25,126487,Travel,2300.73,UPI,Subscription,3,2,28755,0.08,0.0182,0
57,43228,Travel,444.12,Wallet,Education,30,8,24173,0.018,0.0103,0
36,137788,Shopping,4008.91,Wallet,Transport,16,22,4587,0.874,0.0291,1
59,112239,Entertainment,447.8,UPI,Online,18,25,9453,0.047,0.004,0
58,41928,Other,657.0,UPI,Utility,26,2,13793,0.048,0.0157,0
54,33322,Healthcare,4225.48,Cash,Transport,8,51,9582,0.441,0.1268,1
23,102896,Food,1635.63,Wallet,Transport,22,9,2855,0.573,0.0159,0
43,77292,Entertainment,1104.03,Net Banking,Subscription,6,9,2455,0.45,0.0143,0
51,44055,Healthcare,2743.9,Card,Education,0,13,3471,0.791,0.0623,0
23,57891,Healthcare,1940.23,Cash,Local,6,6,6039,0.321,0.0335,0
54,96912,Other,3429.53,Wallet,Utility,25,30,7993,0.429,0.0354,0
50,105536,Shopping,2002.59,UPI,Local,6,15,18556,0.108,0.019,0
39,21304,Healthcare,2034.26,Wallet,Restaurant,19,51,3336,0.61,0.0955,1
38,22345,Other,3351.94,Net Banking,Restaurant,6,53,21811,0.154,0.15,1
23,106006,Healthcare,1619.74,Cash,Utility,7,15,5439,0.298,0.0153,0
23,144350,Food,857.74,UPI,Education,15,50,4144,0.207,0.0059,0
21,34446,Food,2847.67,Net Banking,Online,2,7,19181,0.148,0.0827,1
47,17336,Bills,1396.17,Card,Restaurant,12,58,20945,0.067,0.0805,1
28,77032,Entertainment,2113.68,Cash,Subscription,9,11,3666,0.577,0.0274,0
47,112852,Education,277.0,Net Banking,Online,17,40,10011,0.028,0.0025,0
48,33474,Other,1572.7,Net Banking,Transport,6,38,683,2.303,0.047,1
41,70718,Travel,1164.79,UPI,Restaurant,20,40,9975,0.117,0.0165,0
26,59629,Other,268.6,Card,Subscription,20,2,19730,0.014,0.0045,0
20,60232,Education,1608.51,Net Banking,Transport,29,51,27309,0.059,0.0267,0
48,101544,Entertainment,1647.62,Cash,Online,4,48,29164,0.056,0.0162,0
57,65669,Travel,2218.47,Net Banking,Utility,30,39,26508,0.084,0.0338,0
54,84184,Education,3596.88,Wallet,Transport,22,10,11832,0.304,0.0427,0
53,28140,Bills,3233.12,Cash,Local,24,44,15673,0.206,0.1149,1
41,141468,Travel,1227.77,Cash,Utility,26,17,10488,0.117,0.0087,0
48,98457,Food,1968.83,Net Banking,Utility,23,7,5222,0.377,0.02,0
23,29357,Education,2436.22,UPI,Online,21,54,15694,0.155,0.083,1
19,126672,Other,1254.48,Cash,Online,6,40,27131,0.046,0.0099,0
37,83673,Travel,486.14,Wallet,Subscription,24,39,28412,0.017,0.0058,0
45,136673,Bills,1486.48,UPI,Subscription,29,4,17666,0.084,0.0109,0
28,80633,Other,3693.32,UPI,Local,26,35,18391,0.201,0.0458,0
21,111111,Healthcare,464.92,UPI,Utility,21,51,14572,0.032,0.0042,0
32,93258,Travel,786.81,Cash,Education,16,47,16476,0.048,0.0084,0
23,84286,Travel,931.77,UPI,Local,3,36,29946,0.031,0.0111,0
47,108269,Bills,794.31,Net Banking,Local,23,31,6355,0.125,0.0073,0
55,89071,Healthcare,2751.89,UPI,Education,22,25,13794,0.199,0.0309,0
19,45651,Education,1068.28,Wallet,Education,15,41,24422,0.044,0.0234,0
32,85202,Shopping,2800.33,Card,Education,18,13,12546,0.223,0.0329,0
28,63777,Education,1785.14,Wallet,Online,9,18,1176,1.518,0.028,1
25,82263,Healthcare,367.87,Cash,Local,2,21,24134,0.015,0.0045,0
43,115158,Entertainment,1275.29,UPI,Local,26,48,26906,0.047,0.0111,0
22,25800,Other,3295.32,UPI,Transport,2,1,24697,0.133,0.1277,1
23,52823,Bills,1927.22,Net Banking,Education,27,36,4590,0.42,0.0365,0
43,78878,Education,1349.21,UPI,Education,30,50,12998,0.104,0.0171,0
21,33708,Travel,3721.56,Wallet,Subscription,16,8,22607,0.165,0.1104,1
36,78870,Bills,723.4,Cash,Subscription,30,52,26436,0.027,0.0092,0
37,24283,Food,1098.96,Card,Utility,9,48,13277,0.083,0.0453,0
50,93707,Healthcare,3098.43,UPI,Subscription,16,21,19570,0.158,0.0331,0
37,20774,Other,2714.82,Card,Restaurant,21,43,8882,0.306,0.1307,1
29,111468,Education,673.22,UPI,Utility,29,52,15506,0.043,0.006,0
18,111334,Bills,2381.38,Cash,Education,29,53,9534,0.25,0.0214,0
43,33133,Other,1054.65,Wallet,Transport,16,53,9026,0.117,0.0318,0
31,15781,Education,255.72,Cash,Subscription,20,21,24573,0.01,0.0162,0
55,129586,Bills,1369.21,Card,Transport,3,27,14430,0.095,0.0106,0
54,42624,Travel,5445.0,UPI,Subscription,20,19,1610,3.382,0.1277,1
28,21823,Food,3332.05,Card,Subscription,22,23,17462,0.191,0.1527,1
53,33489,Food,1672.42,Wallet,Transport,5,51,16945,0.099,0.0499,0
30,44118,Entertainment,438.86,Cash,Local,11,50,886,0.495,0.0099,0
20,115417,Bills,264.07,Card,Local,24,51,26245,0.01,0.0023,0
50,96816,Education,1789.08,Card,Local,21,43,19084,0.094,0.0185,0
23,28565,Food,2277.66,Wallet,Restaurant,24,35,13406,0.17,0.0797,0
27,106179,Healthcare,2772.95,UPI,Local,19,40,2183,1.27,0.0261,1
22,38648,Food,2567.25,Card,Subscription,16,52,15533,0.165,0.0664,0
40,56971,Shopping,2712.91,Wallet,Education,16,51,16208,0.167,0.0476,0
27,33658,Shopping,2093.59,UPI,Online,9,42,6821,0.307,0.0622,0
19,36253,Food,3670.44,UPI,Transport,6,48,24940,0.147,0.1012,1
30,103664,Bills,1163.01,Cash,Education,28,5,9178,0.127,0.0112,0
57,118850,Entertainment,1770.16,Wallet,Online,15,52,12424,0.142,0.0149,0
19,148623,Food,369.29,UPI,Education,28,41,24298,0.015,0.0025,0
37,86947,Travel,1144.04,Cash,Restaurant,12,8,14065,0.081,0.0132,0
18,76001,Other,3273.48,Net Banking,Online,2,11,23527,0.139,0.0431,0
54,137775,Education,2656.13,Wallet,Utility,1,16,9232,0.288,0.0193,0
26,48243,Entertainment,175.69,Net Banking,Local,15,39,6131,0.029,0.0036,0
34,90939,Travel,5699.77,UPI,Restaurant,29,47,24829,0.23,0.0627,1
26,72828,Entertainment,1930.71,Wallet,Education,5,24,10752,0.18,0.0265,0
28,21710,Travel,1956.1,Cash,Subscription,5,21,24610,0.079,0.0901,1
32,52991,Education,1088.27,UPI,Local,12,52,12938,0.084,0.0205,0
41,100445,Education,1280.22,Wallet,Local,6,23,5669,0.226,0.0127,0
55,95257,Shopping,1915.78,Wallet,Online,4,49,26314,0.073,0.0201,0
52,52711,Bills,2557.37,Net Banking,Utility,23,38,26066,0.098,0.0485,0
47,21530,Travel,2161.21,UPI,Local,6,47,7287,0.297,0.1004,1
48,26116,Other,1156.39,Cash,Education,1,8,21351,0.054,0.0443,0
22,80794,Shopping,848.04,Cash,Education,30,7,5732,0.148,0.0105,0
31,146354,Travel,801.42,UPI,Transport,16,2,27375,0.029,0.0055,0
28,147970,Shopping,3438.77,UPI,Transport,12,30,25014,0.137,0.0232,0
26,19135,Education,3176.39,Card,Local,29,13,23080,0.138,0.166,1
51,124472,Entertainment,2403.27,Net Banking,Online,24,23,20791,0.116,0.0193,0
29,140147,Healthcare,3422.84,UPI,Online,20,29,4788,0.715,0.0244,0
52,104087,Shopping,1580.73,UPI,Subscription,27,38,7234,0.219,0.0152,0
52,48380,Travel,3001.34,Card,Restaurant,26,37,17964,0.167,0.062,0
18,144951,Travel,2486.76,Card,Restaurant,20,20,6740,0.369,0.0172,0
57,32071,Healthcare,3054.08,Wallet,Restaurant,27,33,17081,0.179,0.0952,1
39,35074,Bills,735.66,Cash,Utility,15,29,8314,0.088,0.021,0
46,82843,Other,150.07,Net Banking,Online,25,50,10886,0.014,0.0018,0
25,54901,Education,2073.29,Wallet,Subscription,19,15,8351,0.248,0.0378,0
28,26205,Travel,1334.46,UPI,Transport,1,23,26674,0.05,0.0509,0
58,139661,Food,212.23,Card,Education,4,42,2100,0.101,0.0015,0
54,20906,Entertainment,3794.77,Cash,Restaurant,17,3,24346,0.156,0.1815,1
31,148663,Shopping,3182.12,Wallet,Transport,27,37,7366,0.432,0.0214,0
47,140576,Bills,2198.7,Cash,Transport,6,56,4192,0.524,0.0156,0
52,77987,Other,890.97,Card,Local,10,29,28941,0.031,0.0114,0
38,95685,Healthcare,353.72,Wallet,Utility,24,45,25759,0.014,0.0037,0
54,125454,Entertainment,209.11,Wallet,Subscription,24,8,19967,0.01,0.0017,0
22,120487,Education,1137.55,Cash,Utility,10,22,20873,0.054,0.0094,0
36,69400,Bills,2739.15,Card,Local,21,53,832,3.292,0.0395,1
31,46852,Other,1345.03,UPI,Subscription,16,29,14209,0.095,0.0287,0
43,67756,Shopping,2423.09,Wallet,Subscription,15,2,14609,0.166,0.0358,0
21,130357,Shopping,2504.09,UPI,Online,12,41,15347,0.163,0.0192,0
42,134052,Healthcare,2712.93,Card,Utility,21,49,15007,0.181,0.0202,0
59,71481,Food,296.56,Wallet,Utility,4,59,10463,0.028,0.0041,0
42,16283,Healthcare,956.94,Wallet,Online,19,50,6606,0.145,0.0588,0
35,48691,Education,2393.19,UPI,Transport,15,45,7833,0.306,0.0492,0
57,147197,Bills,4324.25,Net Banking,Local,27,1,16558,0.261,0.0294,0
25,41170,Bills,3577.27,UPI,Utility,21,44,7155,0.5,0.0869,1
56,23438,Travel,2121.7,UPI,Online,21,20,5808,0.365,0.0905,1
57,35095,Food,3820.53,Net Banking,Education,15,52,21084,0.181,0.1089,1
31,24752,Food,2110.63,Card,Subscription,15,21,19605,0.108,0.0853,1
49,70426,Bills,453.25,Card,Restaurant,13,37,25882,0.018,0.0064,0
55,41819,Bills,2682.66,Wallet,Education,5,8,1564,1.715,0.0641,1
50,107051,Entertainment,3656.34,Cash,Online,1,27,9580,0.382,0.0342,0
40,47994,Other,5184.4,Cash,Restaurant,30,47,11615,0.446,0.108,1
32,112756,Entertainment,1112.96,Wallet,Transport,13,59,7320,0.152,0.0099,0
50,110665,Entertainment,671.49,Cash,Local,15,35,9012,0.075,0.0061,0
42,146717,Food,3007.06,UPI,Restaurant,22,6,4457,0.675,0.0205,0
34,96835,Travel,2297.71,UPI,Transport,29,45,19266,0.119,0.0237,0
50,137232,Shopping,2159.56,Net Banking,Restaurant,19,44,20115,0.107,0.0157,0
19,58732,Entertainment,3854.71,Net Banking,Subscription,12,19,27387,0.141,0.0656,0
31,61305,Travel,2999.41,Wallet,Subscription,14,18,7508,0.399,0.0489,0
57,24346,Healthcare,2444.7,Wallet,Subscription,11,56,28677,0.085,0.1004,1
57,15587,Education,1224.34,Wallet,Subscription,8,1,16544,0.074,0.0785,0
56,27763,Entertainment,2842.58,UPI,Online,25,25,18384,0.155,0.1024,1
23,84615,Healthcare,647.66,Cash,Subscription,17,27,15187,0.043,0.0077,0
23,135987,Shopping,2106.51,Wallet,Education,20,7,18452,0.114,0.0155,0
20,106353,Education,1688.63,Wallet,Subscription,13,44,22776,0.074,0.0159,0
24,110648,Education,433.05,UPI,Education,19,42,20165,0.021,0.0039,0
25,40556,Shopping,2302.22,UPI,Online,24,29,10211,0.225,0.0568,0
59,74042,Entertainment,1114.86,UPI,Subscription,3,31,26994,0.041,0.0151,0
32,33099,Food,2264.64,Cash,Transport,7,44,20973,0.108,0.0684,0
46,124089,Shopping,806.2,Wallet,Transport,7,43,18749,0.043,0.0065,0
50,48866,Shopping,3018.95,Card,Utility,21,36,10097,0.299,0.0618,0
47,120400,Shopping,4751.78,Card,Transport,21,19,27799,0.171,0.0395,0
56,99246,Education,647.86,Wallet,Local,15,6,22484,0.029,0.0065,0
44,91975,Other,805.33,Wallet,Local,26,25,15754,0.051,0.0088,0
53,96557,Travel,555.33,Wallet,Local,23,31,22939,0.024,0.0058,0
46,87516,Healthcare,1480.28,Wallet,Online,27,9,16888,0.088,0.0169,0
55,47602,Food,2241.05,Cash,Transport,28,20,14869,0.151,0.0471,0
50,144295,Entertainment,2730.09,Card,Education,27,10,8459,0.323,0.0189,0
54,102969,Entertainment,2078.23,Net Banking,Local,9,37,18052,0.115,0.0202,0
44,147161,Healthcare,2675.55,Card,Utility,24,27,19282,0.139,0.0182,0
50,15155,Travel,1645.94,Card,Online,30,13,19514,0.084,0.1086,1
21,138950,Shopping,1104.74,UPI,Utility,20,41,7108,0.155,0.008,0
39,82494,Other,822.18,Wallet,Transport,26,2,847,0.971,0.01,1
19,91229,Food,1520.59,Wallet,Subscription,16,50,22745,0.067,0.0167,0
27,119648,Entertainment,838.99,Wallet,Utility,0,21,12912,0.065,0.007,0
22,53547,Healthcare,2195.77,UPI,Subscription,30,33,10505,0.209,0.041,0
27,43795,Bills,850.17,Cash,Online,17,24,20226,0.042,0.0194,0
50,36447,Other,1198.83,Cash,Utility,9,53,7000,0.171,0.0329,0
55,102960,Healthcare,3427.55,Net Banking,Utility,25,44,3074,1.115,0.0333,1
30,78278,Other,3639.04,Cash,Restaurant,20,42,20709,0.176,0.0465,0
48,70077,Entertainment,3566.44,Cash,Online,3,34,21477,0.166,0.0509,0
53,127782,Shopping,1665.54,Wallet,Online,0,9,5772,0.289,0.013,0
41,117932,Bills,1139.49,Card,Local,3,2,25128,0.045,0.0097,0
32,124869,Travel,2424.15,Cash,Transport,3,55,17032,0.142,0.0194,0
46,63781,Food,864.77,Cash,Utility,25,56,9194,0.094,0.0136,0
25,68798,Travel,2818.31,UPI,Utility,3,30,17753,0.159,0.041,0
22,113696,Travel,1061.63,Net Banking,Education,16,22,4021,0.264,0.0093,0
46,65939,Healthcare,1474.99,UPI,Online,8,46,29390,0.05,0.0224,0
21,44516,Other,2859.31,Wallet,Online,29,11,20755,0.138,0.0642,0
29,65290,Food,338.29,Card,Transport,18,55,1800,0.188,0.0052,0
19,141688,Food,1097.04,Net Banking,Online,12,43,27575,0.04,0.0077,0
44,101661,Entertainment,2227.58,UPI,Subscription,3,17,24479,0.091,0.0219,0
48,87954,Entertainment,2555.79,Cash,Subscription,4,36,12725,0.201,0.0291,0
53,37746,Food,2287.08,Cash,Restaurant,28,13,11981,0.191,0.0606,0
53,82990,Bills,1461.59,Net Banking,Subscription,12,7,21717,0.067,0.0176,0
43,73810,Education,3048.02,Cash,Subscription,22,16,12545,0.243,0.0413,0
44,133362,Entertainment,800.02,UPI,Transport,15,33,23554,0.034,0.006,0
22,148669,Education,772.04,UPI,Utility,21,45,19335,0.04,0.0052,0
37,17659,Healthcare,2212.93,Cash,Subscription,4,1,4885,0.453,0.1253,1
28,101516,Bills,727.74,Cash,Restaurant,7,11,15255,0.048,0.0072,0
27,89567,Food,4854.26,Wallet,Online,15,6,25414,0.191,0.0542,0
57,30037,Bills,1121.48,Card,Subscription,29,20,3324,0.337,0.0373,0
55,141498,Entertainment,3011.35,Net Banking,Restaurant,0,35,23738,0.127,0.0213,0
23,27109,Travel,626.51,UPI,Transport,22,44,26769,0.023,0.0231,0
25,37010,Healthcare,4222.87,Net Banking,Education,27,37,6464,0.653,0.1141,1
40,23787,Food,1747.46,Wallet,Education,5,41,17870,0.098,0.0735,0
43,76709,Shopping,1098.17,UPI,Education,10,26,25055,0.044,0.0143,0
29,49518,Healthcare,1388.32,Wallet,Online,15,58,20374,0.068,0.028,0
43,68909,Other,966.76,Wallet,Restaurant,4,12,24960,0.039,0.014,0
30,33351,Education,1472.05,Cash,Subscription,15,30,27809,0.053,0.0441,0
57,30282,Bills,658.56,Net Banking,Utility,6,28,4267,0.154,0.0217,0
35,20075,Food,1125.35,Net Banking,Online,18,27,14076,0.08,0.0561,0
42,43365,Healthcare,2974.09,Cash,Online,0,42,12768,0.233,0.0686,0
50,26002,Bills,2000.96,Net Banking,Education,8,19,18890,0.106,0.077,0
57,28947,Food,786.89,Cash,Utility,17,5,8425,0.093,0.0272,0
29,109840,Entertainment,1508.98,UPI,Education,12,58,3607,0.418,0.0137,0
53,131219,Healthcare,3665.59,Wallet,Online,25,5,21352,0.172,0.0279,0
21,93610,Entertainment,1225.81,Wallet,Subscription,14,41,20214,0.061,0.0131,0
22,67142,Healthcare,721.29,Net Banking,Education,2,27,28117,0.026,0.0107,0
54,71307,Entertainment,2494.45,Card,Education,23,28,9222,0.27,0.035,0
25,65085,Other,224.64,Wallet,Education,27,26,17807,0.013,0.0035,0
